id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max
4852;CPTBFN-Zone 1-Zone 4;CPT;BFN;Zone 1;Zone 4;2.67;2811;1001;3000
4853;CPTCPT-Zone 1-Zone 4;CPT;CPT;Zone 1;Zone 4;1.09;985;1001;3000
4854;CPTDUR-Zone 1-Zone 4;CPT;DUR;Zone 1;Zone 4;2.61;3161;1001;3000
4855;CPTELS-Zone 1-Zone 4;CPT;ELS;Zone 1;Zone 4;3.02;3311;1001;3000
4856;CPTGRG-Zone 1-Zone 4;CPT;GRG;Zone 1;Zone 4;3.37;2411;1001;3000
4857;CPTJNB-Zone 1-Zone 4;CPT;JNB;Zone 1;Zone 4;3.03;3046;1001;3000
4858;CPTKIM-Zone 1-Zone 4;CPT;KIM;Zone 1;Zone 4;3.2;2811;1001;3000
4859;CPTKLD-Zone 1-Zone 4;CPT;KLD;Zone 1;Zone 4;2.79;2011;1001;3000
4860;CPTNLP-Zone 1-Zone 4;CPT;NLP;Zone 1;Zone 4;3.31;3711;1001;3000
4861;CPTPLZ-Zone 1-Zone 4;CPT;PLZ;Zone 1;Zone 4;3.08;3046;1001;3000
4862;CPTPTG-Zone 1-Zone 4;CPT;PTG;Zone 1;Zone 4;3.31;3711;1001;3000
4863;DURBFN-Zone 1-Zone 4;DUR;BFN;Zone 1;Zone 4;2.56;2511;1001;3000
4864;DURCPT-Zone 1-Zone 4;DUR;CPT;Zone 1;Zone 4;2.61;3161;1001;3000
4865;DURDUR-Zone 1-Zone 4;DUR;DUR;Zone 1;Zone 4;1.09;985;1001;3000
4866;DURELS-Zone 1-Zone 4;DUR;ELS;Zone 1;Zone 4;2.79;2511;1001;3000
4867;DURGRG-Zone 1-Zone 4;DUR;GRG;Zone 1;Zone 4;3.25;3161;1001;3000
4868;DURJNB-Zone 1-Zone 4;DUR;JNB;Zone 1;Zone 4;1.58;1979;1001;3000
4869;DURKIM-Zone 1-Zone 4;DUR;KIM;Zone 1;Zone 4;3.31;2711;1001;3000
4870;DURKLD-Zone 1-Zone 4;DUR;KLD;Zone 1;Zone 4;3.02;2511;1001;3000
4871;DURNLP-Zone 1-Zone 4;DUR;NLP;Zone 1;Zone 4;3.14;2511;1001;3000
4872;DURPLZ-Zone 1-Zone 4;DUR;PLZ;Zone 1;Zone 4;2.85;2811;1001;3000
4873;DURPTG-Zone 1-Zone 4;DUR;PTG;Zone 1;Zone 4;3.14;3011;1001;3000
4874;ELSBFN-Zone 1-Zone 4;ELS;BFN;Zone 1;Zone 4;3.08;2311;1001;3000
4875;ELSCPT-Zone 1-Zone 4;ELS;CPT;Zone 1;Zone 4;3.02;3311;1001;3000
4876;ELSDUR-Zone 1-Zone 4;ELS;DUR;Zone 1;Zone 4;2.79;2511;1001;3000
4877;ELSELS-Zone 1-Zone 4;ELS;ELS;Zone 1;Zone 4;2.05;1571;1001;3000
4878;ELSGRG-Zone 1-Zone 4;ELS;GRG;Zone 1;Zone 4;3.02;2011;1001;3000
4879;ELSJNB-Zone 1-Zone 4;ELS;JNB;Zone 1;Zone 4;3.2;3311;1001;3000
4880;ELSKIM-Zone 1-Zone 4;ELS;KIM;Zone 1;Zone 4;3.78;2511;1001;3000
4881;ELSKLD-Zone 1-Zone 4;ELS;KLD;Zone 1;Zone 4;3.25;3046;1001;3000
4882;ELSNLP-Zone 1-Zone 4;ELS;NLP;Zone 1;Zone 4;3.6;3711;1001;3000
4883;ELSPLZ-Zone 1-Zone 4;ELS;PLZ;Zone 1;Zone 4;2.44;1811;1001;3000
4884;ELSPTG-Zone 1-Zone 4;ELS;PTG;Zone 1;Zone 4;3.66;3711;1001;3000
4885;GRGBFN-Zone 1-Zone 4;GRG;BFN;Zone 1;Zone 4;3.2;2511;1001;3000
4886;GRGCPT-Zone 1-Zone 4;GRG;CPT;Zone 1;Zone 4;3.37;2411;1001;3000
4887;GRGDUR-Zone 1-Zone 4;GRG;DUR;Zone 1;Zone 4;3.25;3161;1001;3000
4888;GRGELS-Zone 1-Zone 4;GRG;ELS;Zone 1;Zone 4;3.02;2011;1001;3000
4889;GRGGRG-Zone 1-Zone 4;GRG;GRG;Zone 1;Zone 4;2.05;1571;1001;3000
4890;GRGJNB-Zone 1-Zone 4;GRG;JNB;Zone 1;Zone 4;3.52;3511;1001;3000
4891;GRGKIM-Zone 1-Zone 4;GRG;KIM;Zone 1;Zone 4;3.43;2811;1001;3000
4892;GRGKLD-Zone 1-Zone 4;GRG;KLD;Zone 1;Zone 4;3.52;3046;1001;3000
4893;GRGNLP-Zone 1-Zone 4;GRG;NLP;Zone 1;Zone 4;3.6;4011;1001;3000
4894;GRGPLZ-Zone 1-Zone 4;GRG;PLZ;Zone 1;Zone 4;3.02;2011;1001;3000
4895;GRGPTG-Zone 1-Zone 4;GRG;PTG;Zone 1;Zone 4;3.66;4011;1001;3000
4896;JNBBFN-Zone 1-Zone 4;JNB;BFN;Zone 1;Zone 4;2.56;2511;1001;3000
4897;JNBCPT-Zone 1-Zone 4;JNB;CPT;Zone 1;Zone 4;3.03;3046;1001;3000
4898;JNBDUR-Zone 1-Zone 4;JNB;DUR;Zone 1;Zone 4;1.59;1979;1001;3000
4899;JNBELS-Zone 1-Zone 4;JNB;ELS;Zone 1;Zone 4;3.2;3311;1001;3000
4900;JNBGRG-Zone 1-Zone 4;JNB;GRG;Zone 1;Zone 4;3.52;3511;1001;3000
4901;JNBJNB-Zone 1-Zone 4;JNB;JNB;Zone 1;Zone 4;1.05;985;1001;3000
4902;JNBKIM-Zone 1-Zone 4;JNB;KIM;Zone 1;Zone 4;3.08;2711;1001;3000
4903;JNBKLD-Zone 1-Zone 4;JNB;KLD;Zone 1;Zone 4;2.44;2011;1001;3000
4904;JNBNLP-Zone 1-Zone 4;JNB;NLP;Zone 1;Zone 4;2.56;1811;1001;3000
4905;JNBPLZ-Zone 1-Zone 4;JNB;PLZ;Zone 1;Zone 4;3.03;3046;1001;3000
4906;JNBPTG-Zone 1-Zone 4;JNB;PTG;Zone 1;Zone 4;2.56;2211;1001;3000
4907;KIMBFN-Zone 1-Zone 4;KIM;BFN;Zone 1;Zone 4;2.44;1811;1001;3000
4908;KIMCPT-Zone 1-Zone 4;KIM;CPT;Zone 1;Zone 4;3.2;2811;1001;3000
4909;KIMDUR-Zone 1-Zone 4;KIM;DUR;Zone 1;Zone 4;3.31;2711;1001;3000
4910;KIMELS-Zone 1-Zone 4;KIM;ELS;Zone 1;Zone 4;3.78;2511;1001;3000
4911;KIMGRG-Zone 1-Zone 4;KIM;GRG;Zone 1;Zone 4;3.43;2811;1001;3000
4912;KIMJNB-Zone 1-Zone 4;KIM;JNB;Zone 1;Zone 4;3.08;2711;1001;3000
4913;KIMKIM-Zone 1-Zone 4;KIM;KIM;Zone 1;Zone 4;2.05;1571;1001;3000
4914;KIMKLD-Zone 1-Zone 4;KIM;KLD;Zone 1;Zone 4;3.37;2011;1001;3000
4915;KIMNLP-Zone 1-Zone 4;KIM;NLP;Zone 1;Zone 4;3.37;3046;1001;3000
4916;KIMPLZ-Zone 1-Zone 4;KIM;PLZ;Zone 1;Zone 4;3.31;2511;1001;3000
4917;KIMPTG-Zone 1-Zone 4;KIM;PTG;Zone 1;Zone 4;3.08;3046;1001;3000
4918;KLDBFN-Zone 1-Zone 4;KLD;BFN;Zone 1;Zone 4;2.5;2011;1001;3000
4919;KLDCPT-Zone 1-Zone 4;KLD;CPT;Zone 1;Zone 4;2.79;2011;1001;3000
4920;KLDDUR-Zone 1-Zone 4;KLD;DUR;Zone 1;Zone 4;3.02;2511;1001;3000
4921;KLDELS-Zone 1-Zone 4;KLD;ELS;Zone 1;Zone 4;3.25;3046;1001;3000
4922;KLDGRG-Zone 1-Zone 4;KLD;GRG;Zone 1;Zone 4;3.52;3046;1001;3000
4923;KLDJNB-Zone 1-Zone 4;KLD;JNB;Zone 1;Zone 4;2.44;2011;1001;3000
4924;KLDKIM-Zone 1-Zone 4;KLD;KIM;Zone 1;Zone 4;3.37;2011;1001;3000
4925;KLDKLD-Zone 1-Zone 4;KLD;KLD;Zone 1;Zone 4;1.94;1571;1001;3000
4926;KLDNLP-Zone 1-Zone 4;KLD;NLP;Zone 1;Zone 4;3.25;2511;1001;3000
4927;KLDPLZ-Zone 1-Zone 4;KLD;PLZ;Zone 1;Zone 4;2.61;3046;1001;3000
4928;KLDPTG-Zone 1-Zone 4;KLD;PTG;Zone 1;Zone 4;3.2;2511;1001;3000
4929;NLPBFN-Zone 1-Zone 4;NLP;BFN;Zone 1;Zone 4;2.73;2511;1001;3000
4930;NLPCPT-Zone 1-Zone 4;NLP;CPT;Zone 1;Zone 4;3.31;3711;1001;3000
4931;NLPDUR-Zone 1-Zone 4;NLP;DUR;Zone 1;Zone 4;3.14;2511;1001;3000
4932;NLPELS-Zone 1-Zone 4;NLP;ELS;Zone 1;Zone 4;3.6;3711;1001;3000
4933;NLPGRG-Zone 1-Zone 4;NLP;GRG;Zone 1;Zone 4;3.6;4011;1001;3000
4934;NLPJNB-Zone 1-Zone 4;NLP;JNB;Zone 1;Zone 4;2.56;1811;1001;3000
4935;NLPKIM-Zone 1-Zone 4;NLP;KIM;Zone 1;Zone 4;3.37;3046;1001;3000
4936;NLPKLD-Zone 1-Zone 4;NLP;KLD;Zone 1;Zone 4;3.25;2511;1001;3000
4937;NLPNLP-Zone 1-Zone 4;NLP;NLP;Zone 1;Zone 4;1.99;1571;1001;3000
4938;NLPPLZ-Zone 1-Zone 4;NLP;PLZ;Zone 1;Zone 4;3.08;3711;1001;3000
4939;NLPPTG-Zone 1-Zone 4;NLP;PTG;Zone 1;Zone 4;2.44;2211;1001;3000
4940;PLZBFN-Zone 1-Zone 4;PLZ;BFN;Zone 1;Zone 4;3.02;2311;1001;3000
4941;PLZCPT-Zone 1-Zone 4;PLZ;CPT;Zone 1;Zone 4;3.08;3046;1001;3000
4942;PLZDUR-Zone 1-Zone 4;PLZ;DUR;Zone 1;Zone 4;2.85;2811;1001;3000
4943;PLZELS-Zone 1-Zone 4;PLZ;ELS;Zone 1;Zone 4;2.44;1811;1001;3000
4944;PLZGRG-Zone 1-Zone 4;PLZ;GRG;Zone 1;Zone 4;3.02;2011;1001;3000
4945;PLZJNB-Zone 1-Zone 4;PLZ;JNB;Zone 1;Zone 4;3.03;3046;1001;3000
4946;PLZKIM-Zone 1-Zone 4;PLZ;KIM;Zone 1;Zone 4;3.31;2511;1001;3000
4947;PLZKLD-Zone 1-Zone 4;PLZ;KLD;Zone 1;Zone 4;2.61;3046;1001;3000
4948;PLZNLP-Zone 1-Zone 4;PLZ;NLP;Zone 1;Zone 4;3.08;3711;1001;3000
4949;PLZPLZ-Zone 1-Zone 4;PLZ;PLZ;Zone 1;Zone 4;1.09;985;1001;3000
4950;PLZPTG-Zone 1-Zone 4;PLZ;PTG;Zone 1;Zone 4;3.14;3711;1001;3000
4951;PTGBFN-Zone 1-Zone 4;PTG;BFN;Zone 1;Zone 4;2.73;3011;1001;3000
4952;PTGCPT-Zone 1-Zone 4;PTG;CPT;Zone 1;Zone 4;3.31;3711;1001;3000
4953;PTGDUR-Zone 1-Zone 4;PTG;DUR;Zone 1;Zone 4;3.14;3011;1001;3000
4954;PTGELS-Zone 1-Zone 4;PTG;ELS;Zone 1;Zone 4;3.66;3711;1001;3000
4955;PTGGRG-Zone 1-Zone 4;PTG;GRG;Zone 1;Zone 4;3.66;4011;1001;3000
4956;PTGJNB-Zone 1-Zone 4;PTG;JNB;Zone 1;Zone 4;2.56;2211;1001;3000
4957;PTGKIM-Zone 1-Zone 4;PTG;KIM;Zone 1;Zone 4;3.08;3046;1001;3000
4958;PTGKLD-Zone 1-Zone 4;PTG;KLD;Zone 1;Zone 4;3.2;2511;1001;3000
4959;PTGNLP-Zone 1-Zone 4;PTG;NLP;Zone 1;Zone 4;2.44;2211;1001;3000
4960;PTGPLZ-Zone 1-Zone 4;PTG;PLZ;Zone 1;Zone 4;3.14;3711;1001;3000
4961;PTGPTG-Zone 1-Zone 4;PTG;PTG;Zone 1;Zone 4;1.99;1571;1001;3000
4962;BFNBFN-Zone 2-Zone 4;BFN;BFN;Zone 2;Zone 4;2.26;1877;1001;3000
4963;BFNCPT-Zone 2-Zone 4;BFN;CPT;Zone 2;Zone 4;2.99;3117;1001;3000
4964;BFNDUR-Zone 2-Zone 4;BFN;DUR;Zone 2;Zone 4;2.88;2817;1001;3000
4965;BFNELS-Zone 2-Zone 4;BFN;ELS;Zone 2;Zone 4;3.4;2617;1001;3000
4966;BFNGRG-Zone 2-Zone 4;BFN;GRG;Zone 2;Zone 4;3.52;2817;1001;3000
4967;BFNJNB-Zone 2-Zone 4;BFN;JNB;Zone 2;Zone 4;2.88;2817;1001;3000
4968;BFNKIM-Zone 2-Zone 4;BFN;KIM;Zone 2;Zone 4;2.76;2117;1001;3000
4969;BFNKLD-Zone 2-Zone 4;BFN;KLD;Zone 2;Zone 4;2.82;2317;1001;3000
4970;BFNNLP-Zone 2-Zone 4;BFN;NLP;Zone 2;Zone 4;3.05;2817;1001;3000
4971;BFNPLZ-Zone 2-Zone 4;BFN;PLZ;Zone 2;Zone 4;3.34;2617;1001;3000
4972;BFNPTG-Zone 2-Zone 4;BFN;PTG;Zone 2;Zone 4;3.05;3317;1001;3000
4973;CPTBFN-Zone 2-Zone 4;CPT;BFN;Zone 2;Zone 4;2.99;3117;1001;3000
4974;CPTCPT-Zone 2-Zone 4;CPT;CPT;Zone 2;Zone 4;1.2;1054;1001;3000
4975;CPTDUR-Zone 2-Zone 4;CPT;DUR;Zone 2;Zone 4;2.93;3467;1001;3000
4976;CPTELS-Zone 2-Zone 4;CPT;ELS;Zone 2;Zone 4;3.34;3617;1001;3000
4977;CPTGRG-Zone 2-Zone 4;CPT;GRG;Zone 2;Zone 4;3.69;2717;1001;3000
4978;CPTJNB-Zone 2-Zone 4;CPT;JNB;Zone 2;Zone 4;3.35;3352;1001;3000
4979;CPTKIM-Zone 2-Zone 4;CPT;KIM;Zone 2;Zone 4;3.52;3117;1001;3000
4980;CPTKLD-Zone 2-Zone 4;CPT;KLD;Zone 2;Zone 4;3.11;2317;1001;3000
4981;CPTNLP-Zone 2-Zone 4;CPT;NLP;Zone 2;Zone 4;3.63;4017;1001;3000
4982;CPTPLZ-Zone 2-Zone 4;CPT;PLZ;Zone 2;Zone 4;3.4;3352;1001;3000
4983;CPTPTG-Zone 2-Zone 4;CPT;PTG;Zone 2;Zone 4;3.63;4017;1001;3000
4984;DURBFN-Zone 2-Zone 4;DUR;BFN;Zone 2;Zone 4;2.88;2817;1001;3000
4985;DURCPT-Zone 2-Zone 4;DUR;CPT;Zone 2;Zone 4;2.93;3467;1001;3000
4986;DURDUR-Zone 2-Zone 4;DUR;DUR;Zone 2;Zone 4;1.2;1054;1001;3000
4987;DURELS-Zone 2-Zone 4;DUR;ELS;Zone 2;Zone 4;3.11;2817;1001;3000
4988;DURGRG-Zone 2-Zone 4;DUR;GRG;Zone 2;Zone 4;3.57;3467;1001;3000
4989;DURJNB-Zone 2-Zone 4;DUR;JNB;Zone 2;Zone 4;1.79;2183;1001;3000
4990;DURKIM-Zone 2-Zone 4;DUR;KIM;Zone 2;Zone 4;3.63;3017;1001;3000
4991;DURKLD-Zone 2-Zone 4;DUR;KLD;Zone 2;Zone 4;3.34;2817;1001;3000
4992;DURNLP-Zone 2-Zone 4;DUR;NLP;Zone 2;Zone 4;3.46;2817;1001;3000
4993;DURPLZ-Zone 2-Zone 4;DUR;PLZ;Zone 2;Zone 4;3.17;3117;1001;3000
4994;DURPTG-Zone 2-Zone 4;DUR;PTG;Zone 2;Zone 4;3.46;3317;1001;3000
4995;ELSBFN-Zone 2-Zone 4;ELS;BFN;Zone 2;Zone 4;3.4;2617;1001;3000
4996;ELSCPT-Zone 2-Zone 4;ELS;CPT;Zone 2;Zone 4;3.34;3617;1001;3000
4997;ELSDUR-Zone 2-Zone 4;ELS;DUR;Zone 2;Zone 4;3.11;2817;1001;3000
4998;ELSELS-Zone 2-Zone 4;ELS;ELS;Zone 2;Zone 4;2.37;1877;1001;3000
4999;ELSGRG-Zone 2-Zone 4;ELS;GRG;Zone 2;Zone 4;3.34;2317;1001;3000
5000;ELSJNB-Zone 2-Zone 4;ELS;JNB;Zone 2;Zone 4;3.52;3617;1001;3000
5001;ELSKIM-Zone 2-Zone 4;ELS;KIM;Zone 2;Zone 4;4.1;2817;1001;3000
5002;ELSKLD-Zone 2-Zone 4;ELS;KLD;Zone 2;Zone 4;3.57;3352;1001;3000
5003;ELSNLP-Zone 2-Zone 4;ELS;NLP;Zone 2;Zone 4;3.92;4017;1001;3000
5004;ELSPLZ-Zone 2-Zone 4;ELS;PLZ;Zone 2;Zone 4;2.76;2117;1001;3000
5005;ELSPTG-Zone 2-Zone 4;ELS;PTG;Zone 2;Zone 4;3.98;4017;1001;3000
5006;GRGBFN-Zone 2-Zone 4;GRG;BFN;Zone 2;Zone 4;3.52;2817;1001;3000
5007;GRGCPT-Zone 2-Zone 4;GRG;CPT;Zone 2;Zone 4;3.69;2717;1001;3000
5008;GRGDUR-Zone 2-Zone 4;GRG;DUR;Zone 2;Zone 4;3.57;3467;1001;3000
5009;GRGELS-Zone 2-Zone 4;GRG;ELS;Zone 2;Zone 4;3.34;2317;1001;3000
5010;GRGGRG-Zone 2-Zone 4;GRG;GRG;Zone 2;Zone 4;2.37;1877;1001;3000
5011;GRGJNB-Zone 2-Zone 4;GRG;JNB;Zone 2;Zone 4;3.84;3817;1001;3000
5012;GRGKIM-Zone 2-Zone 4;GRG;KIM;Zone 2;Zone 4;3.75;3117;1001;3000
5013;GRGKLD-Zone 2-Zone 4;GRG;KLD;Zone 2;Zone 4;3.84;3352;1001;3000
5014;GRGNLP-Zone 2-Zone 4;GRG;NLP;Zone 2;Zone 4;3.92;4317;1001;3000
5015;GRGPLZ-Zone 2-Zone 4;GRG;PLZ;Zone 2;Zone 4;3.34;2317;1001;3000
5016;GRGPTG-Zone 2-Zone 4;GRG;PTG;Zone 2;Zone 4;3.98;4317;1001;3000
5017;JNBBFN-Zone 2-Zone 4;JNB;BFN;Zone 2;Zone 4;2.88;2817;1001;3000
5018;JNBCPT-Zone 2-Zone 4;JNB;CPT;Zone 2;Zone 4;3.35;3352;1001;3000
5019;JNBDUR-Zone 2-Zone 4;JNB;DUR;Zone 2;Zone 4;1.8;2183;1001;3000
5020;JNBELS-Zone 2-Zone 4;JNB;ELS;Zone 2;Zone 4;3.52;3617;1001;3000
5021;JNBGRG-Zone 2-Zone 4;JNB;GRG;Zone 2;Zone 4;3.84;3817;1001;3000
5022;JNBJNB-Zone 2-Zone 4;JNB;JNB;Zone 2;Zone 4;1.16;1054;1001;3000
5023;JNBKIM-Zone 2-Zone 4;JNB;KIM;Zone 2;Zone 4;3.4;3017;1001;3000
5024;JNBKLD-Zone 2-Zone 4;JNB;KLD;Zone 2;Zone 4;2.76;2317;1001;3000
5025;JNBNLP-Zone 2-Zone 4;JNB;NLP;Zone 2;Zone 4;2.88;2117;1001;3000
5026;JNBPLZ-Zone 2-Zone 4;JNB;PLZ;Zone 2;Zone 4;3.35;3352;1001;3000
5027;JNBPTG-Zone 2-Zone 4;JNB;PTG;Zone 2;Zone 4;2.88;2517;1001;3000
5028;KIMBFN-Zone 2-Zone 4;KIM;BFN;Zone 2;Zone 4;2.76;2117;1001;3000
5029;KIMCPT-Zone 2-Zone 4;KIM;CPT;Zone 2;Zone 4;3.52;3117;1001;3000
5030;KIMDUR-Zone 2-Zone 4;KIM;DUR;Zone 2;Zone 4;3.63;3017;1001;3000
5031;KIMELS-Zone 2-Zone 4;KIM;ELS;Zone 2;Zone 4;4.1;2817;1001;3000
5032;KIMGRG-Zone 2-Zone 4;KIM;GRG;Zone 2;Zone 4;3.75;3117;1001;3000
5033;KIMJNB-Zone 2-Zone 4;KIM;JNB;Zone 2;Zone 4;3.4;3017;1001;3000
5034;KIMKIM-Zone 2-Zone 4;KIM;KIM;Zone 2;Zone 4;2.37;1877;1001;3000
5035;KIMKLD-Zone 2-Zone 4;KIM;KLD;Zone 2;Zone 4;3.69;2317;1001;3000
5036;KIMNLP-Zone 2-Zone 4;KIM;NLP;Zone 2;Zone 4;3.69;3352;1001;3000
5037;KIMPLZ-Zone 2-Zone 4;KIM;PLZ;Zone 2;Zone 4;3.63;2817;1001;3000
5038;KIMPTG-Zone 2-Zone 4;KIM;PTG;Zone 2;Zone 4;3.4;3352;1001;3000
5039;KLDBFN-Zone 2-Zone 4;KLD;BFN;Zone 2;Zone 4;2.82;2317;1001;3000
5040;KLDCPT-Zone 2-Zone 4;KLD;CPT;Zone 2;Zone 4;3.11;2317;1001;3000
5041;KLDDUR-Zone 2-Zone 4;KLD;DUR;Zone 2;Zone 4;3.34;2817;1001;3000
5042;KLDELS-Zone 2-Zone 4;KLD;ELS;Zone 2;Zone 4;3.57;3352;1001;3000
5043;KLDGRG-Zone 2-Zone 4;KLD;GRG;Zone 2;Zone 4;3.84;3352;1001;3000
5044;KLDJNB-Zone 2-Zone 4;KLD;JNB;Zone 2;Zone 4;2.76;2317;1001;3000
5045;KLDKIM-Zone 2-Zone 4;KLD;KIM;Zone 2;Zone 4;3.69;2317;1001;3000
5046;KLDKLD-Zone 2-Zone 4;KLD;KLD;Zone 2;Zone 4;2.26;1877;1001;3000
5047;KLDNLP-Zone 2-Zone 4;KLD;NLP;Zone 2;Zone 4;3.57;2817;1001;3000
5048;KLDPLZ-Zone 2-Zone 4;KLD;PLZ;Zone 2;Zone 4;2.93;3352;1001;3000
5049;KLDPTG-Zone 2-Zone 4;KLD;PTG;Zone 2;Zone 4;3.52;2817;1001;3000
5050;NLPBFN-Zone 2-Zone 4;NLP;BFN;Zone 2;Zone 4;3.05;2817;1001;3000
5051;NLPCPT-Zone 2-Zone 4;NLP;CPT;Zone 2;Zone 4;3.63;4017;1001;3000
5052;NLPDUR-Zone 2-Zone 4;NLP;DUR;Zone 2;Zone 4;3.46;2817;1001;3000
5053;NLPELS-Zone 2-Zone 4;NLP;ELS;Zone 2;Zone 4;3.92;4017;1001;3000
5054;NLPGRG-Zone 2-Zone 4;NLP;GRG;Zone 2;Zone 4;3.92;4317;1001;3000
5055;NLPJNB-Zone 2-Zone 4;NLP;JNB;Zone 2;Zone 4;2.88;2117;1001;3000
5056;NLPKIM-Zone 2-Zone 4;NLP;KIM;Zone 2;Zone 4;3.69;3352;1001;3000
5057;NLPKLD-Zone 2-Zone 4;NLP;KLD;Zone 2;Zone 4;3.57;2817;1001;3000
5058;NLPNLP-Zone 2-Zone 4;NLP;NLP;Zone 2;Zone 4;2.31;1877;1001;3000
5059;NLPPLZ-Zone 2-Zone 4;NLP;PLZ;Zone 2;Zone 4;3.4;4017;1001;3000
5060;NLPPTG-Zone 2-Zone 4;NLP;PTG;Zone 2;Zone 4;2.76;2517;1001;3000
5061;PLZBFN-Zone 2-Zone 4;PLZ;BFN;Zone 2;Zone 4;3.34;2617;1001;3000
5062;PLZCPT-Zone 2-Zone 4;PLZ;CPT;Zone 2;Zone 4;3.4;3352;1001;3000
5063;PLZDUR-Zone 2-Zone 4;PLZ;DUR;Zone 2;Zone 4;3.17;3117;1001;3000
5064;PLZELS-Zone 2-Zone 4;PLZ;ELS;Zone 2;Zone 4;2.76;2117;1001;3000
5065;PLZGRG-Zone 2-Zone 4;PLZ;GRG;Zone 2;Zone 4;3.34;2317;1001;3000
5066;PLZJNB-Zone 2-Zone 4;PLZ;JNB;Zone 2;Zone 4;3.35;3352;1001;3000
5067;PLZKIM-Zone 2-Zone 4;PLZ;KIM;Zone 2;Zone 4;3.63;2817;1001;3000
5068;PLZKLD-Zone 2-Zone 4;PLZ;KLD;Zone 2;Zone 4;2.93;3352;1001;3000
5069;PLZNLP-Zone 2-Zone 4;PLZ;NLP;Zone 2;Zone 4;3.4;4017;1001;3000
5070;PLZPLZ-Zone 2-Zone 4;PLZ;PLZ;Zone 2;Zone 4;1.2;1054;1001;3000
5071;PLZPTG-Zone 2-Zone 4;PLZ;PTG;Zone 2;Zone 4;3.46;4017;1001;3000
5072;PTGBFN-Zone 2-Zone 4;PTG;BFN;Zone 2;Zone 4;3.05;3317;1001;3000
5073;PTGCPT-Zone 2-Zone 4;PTG;CPT;Zone 2;Zone 4;3.63;4017;1001;3000
5074;PTGDUR-Zone 2-Zone 4;PTG;DUR;Zone 2;Zone 4;3.46;3317;1001;3000
5075;PTGELS-Zone 2-Zone 4;PTG;ELS;Zone 2;Zone 4;3.98;4017;1001;3000
5076;PTGGRG-Zone 2-Zone 4;PTG;GRG;Zone 2;Zone 4;3.98;4317;1001;3000
5077;PTGJNB-Zone 2-Zone 4;PTG;JNB;Zone 2;Zone 4;2.88;2517;1001;3000
5078;PTGKIM-Zone 2-Zone 4;PTG;KIM;Zone 2;Zone 4;3.4;3352;1001;3000
5079;PTGKLD-Zone 2-Zone 4;PTG;KLD;Zone 2;Zone 4;3.52;2817;1001;3000
5080;PTGNLP-Zone 2-Zone 4;PTG;NLP;Zone 2;Zone 4;2.76;2517;1001;3000
5081;PTGPLZ-Zone 2-Zone 4;PTG;PLZ;Zone 2;Zone 4;3.46;4017;1001;3000
5082;PTGPTG-Zone 2-Zone 4;PTG;PTG;Zone 2;Zone 4;2.31;1877;1001;3000
5083;BFNBFN-Zone 3-Zone 4;BFN;BFN;Zone 3;Zone 4;2.63;2213;1001;3000
5084;BFNCPT-Zone 3-Zone 4;BFN;CPT;Zone 3;Zone 4;3.36;3453;1001;3000
5085;BFNDUR-Zone 3-Zone 4;BFN;DUR;Zone 3;Zone 4;3.25;3153;1001;3000
5086;BFNELS-Zone 3-Zone 4;BFN;ELS;Zone 3;Zone 4;3.77;2953;1001;3000
5087;BFNGRG-Zone 3-Zone 4;BFN;GRG;Zone 3;Zone 4;3.89;3153;1001;3000
5088;BFNJNB-Zone 3-Zone 4;BFN;JNB;Zone 3;Zone 4;3.25;3153;1001;3000
5089;BFNKIM-Zone 3-Zone 4;BFN;KIM;Zone 3;Zone 4;3.13;2453;1001;3000
5090;BFNKLD-Zone 3-Zone 4;BFN;KLD;Zone 3;Zone 4;3.19;2653;1001;3000
5091;BFNNLP-Zone 3-Zone 4;BFN;NLP;Zone 3;Zone 4;3.42;3153;1001;3000
5092;BFNPLZ-Zone 3-Zone 4;BFN;PLZ;Zone 3;Zone 4;3.71;2953;1001;3000
5093;BFNPTG-Zone 3-Zone 4;BFN;PTG;Zone 3;Zone 4;3.42;3653;1001;3000
5094;CPTBFN-Zone 3-Zone 4;CPT;BFN;Zone 3;Zone 4;3.36;3453;1001;3000
5095;CPTCPT-Zone 3-Zone 4;CPT;CPT;Zone 3;Zone 4;1.47;1324;1001;3000
5096;CPTDUR-Zone 3-Zone 4;CPT;DUR;Zone 3;Zone 4;3.3;3803;1001;3000
5097;CPTELS-Zone 3-Zone 4;CPT;ELS;Zone 3;Zone 4;3.71;3953;1001;3000
5098;CPTGRG-Zone 3-Zone 4;CPT;GRG;Zone 3;Zone 4;4.06;3053;1001;3000
5099;CPTJNB-Zone 3-Zone 4;CPT;JNB;Zone 3;Zone 4;3.72;3688;1001;3000
5100;CPTKIM-Zone 3-Zone 4;CPT;KIM;Zone 3;Zone 4;3.89;3453;1001;3000
5101;CPTKLD-Zone 3-Zone 4;CPT;KLD;Zone 3;Zone 4;3.48;2653;1001;3000
5102;CPTNLP-Zone 3-Zone 4;CPT;NLP;Zone 3;Zone 4;4;4353;1001;3000
5103;CPTPLZ-Zone 3-Zone 4;CPT;PLZ;Zone 3;Zone 4;3.77;3688;1001;3000
5104;CPTPTG-Zone 3-Zone 4;CPT;PTG;Zone 3;Zone 4;4;4353;1001;3000
