id;location_string;source;destination;source_zone;destination_zone;eco_rate;eco_min_rate;eco_min;eco_max;exp_rate;exp_min_rate;exp_min;exp_max;mod_of_trans
5726;ELSJNB-Zone3-Zone5;ELS;JNB;Zone 3;Zone 5;4.19;4766;1001;3000;20.56;5341;1001;3000;S
5727;ELSKIM-Zone3-Zone5;ELS;KIM;Zone 3;Zone 5;4.77;3966;1001;3000;24.79;4341;1001;3000;S
5728;ELSKLD-Zone3-Zone5;ELS;KLD;Zone 3;Zone 5;4.24;4501;1001;3000;23.4;5010;1001;3000;S
5729;ELSNLP-Zone3-Zone5;ELS;NLP;Zone 3;Zone 5;4.59;5166;1001;3000;23.65;5841;1001;3000;S
5730;ELSPLZ-Zone3-Zone5;ELS;PLZ;Zone 3;Zone 5;3.43;3266;1001;3000;13.66;3466;1001;3000;S
5731;ELSPTG-Zone3-Zone5;ELS;PTG;Zone 3;Zone 5;4.65;5166;1001;3000;23.65;5841;1001;3000;S
5732;GRGBFN-Zone3-Zone5;GRG;BFN;Zone 3;Zone 5;4.19;3966;1001;3000;39.01;4341;1001;3000;S
5733;GRGCPT-Zone3-Zone5;GRG;CPT;Zone 3;Zone 5;4.36;3866;1001;3000;39.01;4216;1001;3000;S
5734;GRGDUR-Zone3-Zone5;GRG;DUR;Zone 3;Zone 5;4.24;4616;1001;3000;33.88;5154;1001;3000;S
5735;GRGELS-Zone3-Zone5;GRG;ELS;Zone 3;Zone 5;4.01;3466;1001;3000;39.01;3716;1001;3000;S
5736;GRGGRG-Zone3-Zone5;GRG;GRG;Zone 3;Zone 5;3.04;3026;1001;3000;4.11;3166;1001;3000;S
5737;GRGJNB-Zone3-Zone5;GRG;JNB;Zone 3;Zone 5;4.51;4966;1001;3000;20.56;5591;1001;3000;S
5738;GRGKIM-Zone3-Zone5;GRG;KIM;Zone 3;Zone 5;4.42;4266;1001;3000;24.79;4716;1001;3000;S
5739;GRGKLD-Zone3-Zone5;GRG;KLD;Zone 3;Zone 5;4.51;4501;1001;3000;23.4;5010;1001;3000;S
5740;GRGNLP-Zone3-Zone5;GRG;NLP;Zone 3;Zone 5;4.59;5466;1001;3000;23.65;6216;1001;3000;S
5741;GRGPLZ-Zone3-Zone5;GRG;PLZ;Zone 3;Zone 5;4.01;3466;1001;3000;39.01;3716;1001;3000;S
5742;GRGPTG-Zone3-Zone5;GRG;PTG;Zone 3;Zone 5;4.65;5466;1001;3000;23.65;6216;1001;3000;S
5743;JNBBFN-Zone3-Zone5;JNB;BFN;Zone 3;Zone 5;3.55;3966;1001;3000;20.56;4341;1001;3000;S
5744;JNBCPT-Zone3-Zone5;JNB;CPT;Zone 3;Zone 5;4.02;4501;1001;3000;4.57;5010;1001;3000;S
5745;JNBDUR-Zone3-Zone5;JNB;DUR;Zone 3;Zone 5;2.15;2949;1001;3000;2.4;3211;1001;3000;S
5746;JNBELS-Zone3-Zone5;JNB;ELS;Zone 3;Zone 5;4.19;4766;1001;3000;20.56;5341;1001;3000;S
5747;JNBGRG-Zone3-Zone5;JNB;GRG;Zone 3;Zone 5;4.51;4966;1001;3000;20.56;5591;1001;3000;S
5748;JNBJNB-Zone3-Zone5;JNB;JNB;Zone 3;Zone 5;1.63;1691;1001;3000;1.89;1904;1001;3000;S
5749;JNBKIM-Zone3-Zone5;JNB;KIM;Zone 3;Zone 5;4.07;4166;1001;3000;6.34;4591;1001;3000;S
5750;JNBKLD-Zone3-Zone5;JNB;KLD;Zone 3;Zone 5;3.43;3466;1001;3000;4.96;3716;1001;3000;S
5751;JNBNLP-Zone3-Zone5;JNB;NLP;Zone 3;Zone 5;3.55;3266;1001;3000;5.21;3466;1001;3000;S
5752;JNBPLZ-Zone3-Zone5;JNB;PLZ;Zone 3;Zone 5;4.02;4501;1001;3000;4.57;5010;1001;3000;S
5753;JNBPTG-Zone3-Zone5;JNB;PTG;Zone 3;Zone 5;3.55;3666;1001;3000;5.21;3966;1001;3000;S
5754;KIMBFN-Zone3-Zone5;KIM;BFN;Zone 3;Zone 5;3.43;3266;1001;3000;24.79;3466;1001;3000;S
5755;KIMCPT-Zone3-Zone5;KIM;CPT;Zone 3;Zone 5;4.19;4266;1001;3000;24.79;4716;1001;3000;S
5756;KIMDUR-Zone3-Zone5;KIM;DUR;Zone 3;Zone 5;4.3;4166;1001;3000;19.65;4591;1001;3000;S
5757;KIMELS-Zone3-Zone5;KIM;ELS;Zone 3;Zone 5;4.77;3966;1001;3000;24.79;4341;1001;3000;S
5758;KIMGRG-Zone3-Zone5;KIM;GRG;Zone 3;Zone 5;4.42;4266;1001;3000;24.79;4716;1001;3000;S
5759;KIMJNB-Zone3-Zone5;KIM;JNB;Zone 3;Zone 5;4.07;4166;1001;3000;6.34;4591;1001;3000;S
5760;KIMKIM-Zone3-Zone5;KIM;KIM;Zone 3;Zone 5;3.04;3026;1001;3000;4.11;3166;1001;3000;S
5761;KIMKLD-Zone3-Zone5;KIM;KLD;Zone 3;Zone 5;4.36;3466;1001;3000;6.97;3716;1001;3000;S
5762;KIMNLP-Zone3-Zone5;KIM;NLP;Zone 3;Zone 5;4.36;4501;1001;3000;9.43;5010;1001;3000;S
5763;KIMPLZ-Zone3-Zone5;KIM;PLZ;Zone 3;Zone 5;4.3;3966;1001;3000;24.79;4341;1001;3000;S
5764;KIMPTG-Zone3-Zone5;KIM;PTG;Zone 3;Zone 5;4.07;4501;1001;3000;9.43;5010;1001;3000;S
5765;KLDBFN-Zone3-Zone5;KLD;BFN;Zone 3;Zone 5;3.49;3466;1001;3000;23.4;3716;1001;3000;S
5766;KLDCPT-Zone3-Zone5;KLD;CPT;Zone 3;Zone 5;3.78;3466;1001;3000;23.4;3716;1001;3000;S
5767;KLDDUR-Zone3-Zone5;KLD;DUR;Zone 3;Zone 5;4.01;3966;1001;3000;18.27;4341;1001;3000;S
5768;KLDELS-Zone3-Zone5;KLD;ELS;Zone 3;Zone 5;4.24;4501;1001;3000;23.4;5010;1001;3000;S
5769;KLDGRG-Zone3-Zone5;KLD;GRG;Zone 3;Zone 5;4.51;4501;1001;3000;23.4;5010;1001;3000;S
5770;KLDJNB-Zone3-Zone5;KLD;JNB;Zone 3;Zone 5;3.43;3466;1001;3000;4.96;3716;1001;3000;S
5771;KLDKIM-Zone3-Zone5;KLD;KIM;Zone 3;Zone 5;4.36;3466;1001;3000;6.97;3716;1001;3000;S
5772;KLDKLD-Zone3-Zone5;KLD;KLD;Zone 3;Zone 5;2.93;3026;1001;3000;3.86;3166;1001;3000;S
5773;KLDNLP-Zone3-Zone5;KLD;NLP;Zone 3;Zone 5;4.24;3966;1001;3000;8.04;4341;1001;3000;S
5774;KLDPLZ-Zone3-Zone5;KLD;PLZ;Zone 3;Zone 5;3.6;4501;1001;3000;23.4;5010;1001;3000;S
5775;KLDPTG-Zone3-Zone5;KLD;PTG;Zone 3;Zone 5;4.19;3966;1001;3000;8.04;4341;1001;3000;S
5776;NLPBFN-Zone3-Zone5;NLP;BFN;Zone 3;Zone 5;3.72;3966;1001;3000;23.65;4341;1001;3000;S
5777;NLPCPT-Zone3-Zone5;NLP;CPT;Zone 3;Zone 5;4.3;5166;1001;3000;23.65;5841;1001;3000;S
5778;NLPDUR-Zone3-Zone5;NLP;DUR;Zone 3;Zone 5;4.13;3966;1001;3000;18.52;4341;1001;3000;S
5779;NLPELS-Zone3-Zone5;NLP;ELS;Zone 3;Zone 5;4.59;5166;1001;3000;23.65;5841;1001;3000;S
5780;NLPGRG-Zone3-Zone5;NLP;GRG;Zone 3;Zone 5;4.59;5466;1001;3000;23.65;6216;1001;3000;S
5781;NLPJNB-Zone3-Zone5;NLP;JNB;Zone 3;Zone 5;3.55;3266;1001;3000;5.21;3466;1001;3000;S
5782;NLPKIM-Zone3-Zone5;NLP;KIM;Zone 3;Zone 5;4.36;4501;1001;3000;9.43;5010;1001;3000;S
5783;NLPKLD-Zone3-Zone5;NLP;KLD;Zone 3;Zone 5;4.24;3966;1001;3000;8.04;4341;1001;3000;S
5784;NLPNLP-Zone3-Zone5;NLP;NLP;Zone 3;Zone 5;2.98;3026;1001;3000;3.99;3166;1001;3000;S
5785;NLPPLZ-Zone3-Zone5;NLP;PLZ;Zone 3;Zone 5;4.07;5166;1001;3000;23.65;5841;1001;3000;S
5786;NLPPTG-Zone3-Zone5;NLP;PTG;Zone 3;Zone 5;3.43;3666;1001;3000;8.29;3966;1001;3000;S
5787;PLZBFN-Zone3-Zone5;PLZ;BFN;Zone 3;Zone 5;4.01;3766;1001;3000;20.56;4091;1001;3000;S
5788;PLZCPT-Zone3-Zone5;PLZ;CPT;Zone 3;Zone 5;4.07;4501;1001;3000;20.56;5010;1001;3000;S
5789;PLZDUR-Zone3-Zone5;PLZ;DUR;Zone 3;Zone 5;3.84;4266;1001;3000;20.56;4716;1001;3000;S
5790;PLZELS-Zone3-Zone5;PLZ;ELS;Zone 3;Zone 5;3.43;3266;1001;3000;13.66;3466;1001;3000;S
5791;PLZGRG-Zone3-Zone5;PLZ;GRG;Zone 3;Zone 5;4.01;3466;1001;3000;39.01;3716;1001;3000;S
5792;PLZJNB-Zone3-Zone5;PLZ;JNB;Zone 3;Zone 5;4.02;4501;1001;3000;4.57;5010;1001;3000;S
5793;PLZKIM-Zone3-Zone5;PLZ;KIM;Zone 3;Zone 5;4.3;3966;1001;3000;24.79;4341;1001;3000;S
5794;PLZKLD-Zone3-Zone5;PLZ;KLD;Zone 3;Zone 5;3.6;4501;1001;3000;23.4;5010;1001;3000;S
5795;PLZNLP-Zone3-Zone5;PLZ;NLP;Zone 3;Zone 5;4.07;5166;1001;3000;23.65;5841;1001;3000;S
5796;PLZPLZ-Zone3-Zone5;PLZ;PLZ;Zone 3;Zone 5;1.67;1691;1001;3000;1.89;1904;1001;3000;S
5797;PLZPTG-Zone3-Zone5;PLZ;PTG;Zone 3;Zone 5;4.13;5166;1001;3000;23.65;5841;1001;3000;S
5798;PTGBFN-Zone3-Zone5;PTG;BFN;Zone 3;Zone 5;3.72;4466;1001;3000;23.65;4966;1001;3000;S
5799;PTGCPT-Zone3-Zone5;PTG;CPT;Zone 3;Zone 5;4.3;5166;1001;3000;23.65;5841;1001;3000;S
5800;PTGDUR-Zone3-Zone5;PTG;DUR;Zone 3;Zone 5;4.13;4466;1001;3000;18.52;4966;1001;3000;S
5801;PTGELS-Zone3-Zone5;PTG;ELS;Zone 3;Zone 5;4.65;5166;1001;3000;23.65;5841;1001;3000;S
5802;PTGGRG-Zone3-Zone5;PTG;GRG;Zone 3;Zone 5;4.65;5466;1001;3000;23.65;6216;1001;3000;S
5803;PTGJNB-Zone3-Zone5;PTG;JNB;Zone 3;Zone 5;3.55;3666;1001;3000;5.21;3966;1001;3000;S
5804;PTGKIM-Zone3-Zone5;PTG;KIM;Zone 3;Zone 5;4.07;4501;1001;3000;9.43;5010;1001;3000;S
5805;PTGKLD-Zone3-Zone5;PTG;KLD;Zone 3;Zone 5;4.19;3966;1001;3000;8.04;4341;1001;3000;S
5806;PTGNLP-Zone3-Zone5;PTG;NLP;Zone 3;Zone 5;3.43;3666;1001;3000;8.29;3966;1001;3000;S
5807;PTGPLZ-Zone3-Zone5;PTG;PLZ;Zone 3;Zone 5;4.13;5166;1001;3000;23.65;5841;1001;3000;S
5808;PTGPTG-Zone3-Zone5;PTG;PTG;Zone 3;Zone 5;2.98;3026;1001;3000;3.99;3166;1001;3000;S
5809;BFNBFN-Zone4-Zone5;BFN;BFN;Zone 4;Zone 5;3.37;3395;1001;3000;4.3;3535;1001;3000;S
5810;BFNCPT-Zone4-Zone5;BFN;CPT;Zone 4;Zone 5;4.1;4635;1001;3000;21;5085;1001;3000;S
5811;BFNDUR-Zone4-Zone5;BFN;DUR;Zone 4;Zone 5;3.99;4335;1001;3000;15.87;4710;1001;3000;S
5812;BFNELS-Zone4-Zone5;BFN;ELS;Zone 4;Zone 5;4.51;4135;1001;3000;21;4460;1001;3000;S
5813;BFNGRG-Zone4-Zone5;BFN;GRG;Zone 4;Zone 5;4.63;4335;1001;3000;39.45;4710;1001;3000;S
5814;BFNJNB-Zone4-Zone5;BFN;JNB;Zone 4;Zone 5;3.99;4335;1001;3000;21;4710;1001;3000;S
5815;BFNKIM-Zone4-Zone5;BFN;KIM;Zone 4;Zone 5;3.87;3635;1001;3000;25.23;3835;1001;3000;S
5816;BFNKLD-Zone4-Zone5;BFN;KLD;Zone 4;Zone 5;3.93;3835;1001;3000;23.84;4085;1001;3000;S
5817;BFNNLP-Zone4-Zone5;BFN;NLP;Zone 4;Zone 5;4.16;4335;1001;3000;24.09;4710;1001;3000;S
5818;BFNPLZ-Zone4-Zone5;BFN;PLZ;Zone 4;Zone 5;4.45;4135;1001;3000;21;4460;1001;3000;S
5819;BFNPTG-Zone4-Zone5;BFN;PTG;Zone 4;Zone 5;4.16;4835;1001;3000;24.09;5335;1001;3000;S
5820;CPTBFN-Zone4-Zone5;CPT;BFN;Zone 4;Zone 5;4.1;4635;1001;3000;21;5085;1001;3000;S
5821;CPTCPT-Zone4-Zone5;CPT;CPT;Zone 4;Zone 5;2.04;1981;1001;3000;2.26;2194;1001;3000;S
5822;CPTDUR-Zone4-Zone5;CPT;DUR;Zone 4;Zone 5;4.04;4985;1001;3000;16.55;5523;1001;3000;S
5823;CPTELS-Zone4-Zone5;CPT;ELS;Zone 4;Zone 5;4.45;5135;1001;3000;21;5710;1001;3000;S
5824;CPTGRG-Zone4-Zone5;CPT;GRG;Zone 4;Zone 5;4.8;4235;1001;3000;39.45;4585;1001;3000;S
5825;CPTJNB-Zone4-Zone5;CPT;JNB;Zone 4;Zone 5;4.46;4870;1001;3000;5.01;5379;1001;3000;S
5826;CPTKIM-Zone4-Zone5;CPT;KIM;Zone 4;Zone 5;4.63;4635;1001;3000;25.23;5085;1001;3000;S
5827;CPTKLD-Zone4-Zone5;CPT;KLD;Zone 4;Zone 5;4.22;3835;1001;3000;23.84;4085;1001;3000;S
5828;CPTNLP-Zone4-Zone5;CPT;NLP;Zone 4;Zone 5;4.74;5535;1001;3000;24.09;6210;1001;3000;S
5829;CPTPLZ-Zone4-Zone5;CPT;PLZ;Zone 4;Zone 5;4.51;4870;1001;3000;21;5379;1001;3000;S
5830;CPTPTG-Zone4-Zone5;CPT;PTG;Zone 4;Zone 5;4.74;5535;1001;3000;24.09;6210;1001;3000;S
5831;DURBFN-Zone4-Zone5;DUR;BFN;Zone 4;Zone 5;3.99;4335;1001;3000;15.87;4710;1001;3000;S
5832;DURCPT-Zone4-Zone5;DUR;CPT;Zone 4;Zone 5;4.04;4985;1001;3000;16.55;5523;1001;3000;S
5833;DURDUR-Zone4-Zone5;DUR;DUR;Zone 4;Zone 5;2.04;1981;1001;3000;2.26;2194;1001;3000;S
5834;DURELS-Zone4-Zone5;DUR;ELS;Zone 4;Zone 5;4.22;4335;1001;3000;21;4710;1001;3000;S
5835;DURGRG-Zone4-Zone5;DUR;GRG;Zone 4;Zone 5;4.68;4985;1001;3000;34.32;5523;1001;3000;S
5836;DURJNB-Zone4-Zone5;DUR;JNB;Zone 4;Zone 5;2.41;3195;1001;3000;2.67;3457;1001;3000;S
5837;DURKIM-Zone4-Zone5;DUR;KIM;Zone 4;Zone 5;4.74;4535;1001;3000;20.09;4960;1001;3000;S
5838;DURKLD-Zone4-Zone5;DUR;KLD;Zone 4;Zone 5;4.45;4335;1001;3000;18.71;4710;1001;3000;S
5839;DURNLP-Zone4-Zone5;DUR;NLP;Zone 4;Zone 5;4.57;4335;1001;3000;18.96;4710;1001;3000;S
5840;DURPLZ-Zone4-Zone5;DUR;PLZ;Zone 4;Zone 5;4.28;4635;1001;3000;21;5085;1001;3000;S
5841;DURPTG-Zone4-Zone5;DUR;PTG;Zone 4;Zone 5;4.57;4835;1001;3000;18.96;5335;1001;3000;S
5842;ELSBFN-Zone4-Zone5;ELS;BFN;Zone 4;Zone 5;4.51;4135;1001;3000;21;4460;1001;3000;S
5843;ELSCPT-Zone4-Zone5;ELS;CPT;Zone 4;Zone 5;4.45;5135;1001;3000;21;5710;1001;3000;S
5844;ELSDUR-Zone4-Zone5;ELS;DUR;Zone 4;Zone 5;4.22;4335;1001;3000;21;4710;1001;3000;S
5845;ELSELS-Zone4-Zone5;ELS;ELS;Zone 4;Zone 5;3.48;3395;1001;3000;4.55;3535;1001;3000;S
5846;ELSGRG-Zone4-Zone5;ELS;GRG;Zone 4;Zone 5;4.45;3835;1001;3000;39.45;4085;1001;3000;S
5847;ELSJNB-Zone4-Zone5;ELS;JNB;Zone 4;Zone 5;4.63;5135;1001;3000;21;5710;1001;3000;S
5848;ELSKIM-Zone4-Zone5;ELS;KIM;Zone 4;Zone 5;5.21;4335;1001;3000;25.23;4710;1001;3000;S
5849;ELSKLD-Zone4-Zone5;ELS;KLD;Zone 4;Zone 5;4.68;4870;1001;3000;23.84;5379;1001;3000;S
5850;ELSNLP-Zone4-Zone5;ELS;NLP;Zone 4;Zone 5;5.03;5535;1001;3000;24.09;6210;1001;3000;S
5851;ELSPLZ-Zone4-Zone5;ELS;PLZ;Zone 4;Zone 5;3.87;3635;1001;3000;14.1;3835;1001;3000;S
5852;ELSPTG-Zone4-Zone5;ELS;PTG;Zone 4;Zone 5;5.09;5535;1001;3000;24.09;6210;1001;3000;S
5853;GRGBFN-Zone4-Zone5;GRG;BFN;Zone 4;Zone 5;4.63;4335;1001;3000;39.45;4710;1001;3000;S
5854;GRGCPT-Zone4-Zone5;GRG;CPT;Zone 4;Zone 5;4.8;4235;1001;3000;39.45;4585;1001;3000;S
5855;GRGDUR-Zone4-Zone5;GRG;DUR;Zone 4;Zone 5;4.68;4985;1001;3000;34.32;5523;1001;3000;S
5856;GRGELS-Zone4-Zone5;GRG;ELS;Zone 4;Zone 5;4.45;3835;1001;3000;39.45;4085;1001;3000;S
5857;GRGGRG-Zone4-Zone5;GRG;GRG;Zone 4;Zone 5;3.48;3395;1001;3000;4.55;3535;1001;3000;S
5858;GRGJNB-Zone4-Zone5;GRG;JNB;Zone 4;Zone 5;4.95;5335;1001;3000;21;5960;1001;3000;S
5859;GRGKIM-Zone4-Zone5;GRG;KIM;Zone 4;Zone 5;4.86;4635;1001;3000;25.23;5085;1001;3000;S
5860;GRGKLD-Zone4-Zone5;GRG;KLD;Zone 4;Zone 5;4.95;4870;1001;3000;23.84;5379;1001;3000;S
5861;GRGNLP-Zone4-Zone5;GRG;NLP;Zone 4;Zone 5;5.03;5835;1001;3000;24.09;6585;1001;3000;S
5862;GRGPLZ-Zone4-Zone5;GRG;PLZ;Zone 4;Zone 5;4.45;3835;1001;3000;39.45;4085;1001;3000;S
5863;GRGPTG-Zone4-Zone5;GRG;PTG;Zone 4;Zone 5;5.09;5835;1001;3000;24.09;6585;1001;3000;S
5864;JNBBFN-Zone4-Zone5;JNB;BFN;Zone 4;Zone 5;3.99;4335;1001;3000;21;4710;1001;3000;S
5865;JNBCPT-Zone4-Zone5;JNB;CPT;Zone 4;Zone 5;4.46;4870;1001;3000;5.01;5379;1001;3000;S
5866;JNBDUR-Zone4-Zone5;JNB;DUR;Zone 4;Zone 5;2.42;3195;1001;3000;2.67;3457;1001;3000;S
5867;JNBELS-Zone4-Zone5;JNB;ELS;Zone 4;Zone 5;4.63;5135;1001;3000;21;5710;1001;3000;S
5868;JNBGRG-Zone4-Zone5;JNB;GRG;Zone 4;Zone 5;4.95;5335;1001;3000;21;5960;1001;3000;S
5869;JNBJNB-Zone4-Zone5;JNB;JNB;Zone 4;Zone 5;2;1981;1001;3000;2.26;2194;1001;3000;S
5870;JNBKIM-Zone4-Zone5;JNB;KIM;Zone 4;Zone 5;4.51;4535;1001;3000;6.78;4960;1001;3000;S
5871;JNBKLD-Zone4-Zone5;JNB;KLD;Zone 4;Zone 5;3.87;3835;1001;3000;5.4;4085;1001;3000;S
5872;JNBNLP-Zone4-Zone5;JNB;NLP;Zone 4;Zone 5;3.99;3635;1001;3000;5.65;3835;1001;3000;S
5873;JNBPLZ-Zone4-Zone5;JNB;PLZ;Zone 4;Zone 5;4.46;4870;1001;3000;5.01;5379;1001;3000;S
5874;JNBPTG-Zone4-Zone5;JNB;PTG;Zone 4;Zone 5;3.99;4035;1001;3000;5.65;4335;1001;3000;S
5875;KIMBFN-Zone4-Zone5;KIM;BFN;Zone 4;Zone 5;3.87;3635;1001;3000;25.23;3835;1001;3000;S
5876;KIMCPT-Zone4-Zone5;KIM;CPT;Zone 4;Zone 5;4.63;4635;1001;3000;25.23;5085;1001;3000;S
5877;KIMDUR-Zone4-Zone5;KIM;DUR;Zone 4;Zone 5;4.74;4535;1001;3000;20.09;4960;1001;3000;S
5878;KIMELS-Zone4-Zone5;KIM;ELS;Zone 4;Zone 5;5.21;4335;1001;3000;25.23;4710;1001;3000;S
5879;KIMGRG-Zone4-Zone5;KIM;GRG;Zone 4;Zone 5;4.86;4635;1001;3000;25.23;5085;1001;3000;S
5880;KIMJNB-Zone4-Zone5;KIM;JNB;Zone 4;Zone 5;4.51;4535;1001;3000;6.78;4960;1001;3000;S
5881;KIMKIM-Zone4-Zone5;KIM;KIM;Zone 4;Zone 5;3.48;3395;1001;3000;4.55;3535;1001;3000;S
5882;KIMKLD-Zone4-Zone5;KIM;KLD;Zone 4;Zone 5;4.8;3835;1001;3000;7.41;4085;1001;3000;S
5883;KIMNLP-Zone4-Zone5;KIM;NLP;Zone 4;Zone 5;4.8;4870;1001;3000;9.87;5379;1001;3000;S
5884;KIMPLZ-Zone4-Zone5;KIM;PLZ;Zone 4;Zone 5;4.74;4335;1001;3000;25.23;4710;1001;3000;S
5885;KIMPTG-Zone4-Zone5;KIM;PTG;Zone 4;Zone 5;4.51;4870;1001;3000;9.87;5379;1001;3000;S
5886;KLDBFN-Zone4-Zone5;KLD;BFN;Zone 4;Zone 5;3.93;3835;1001;3000;23.84;4085;1001;3000;S
5887;KLDCPT-Zone4-Zone5;KLD;CPT;Zone 4;Zone 5;4.22;3835;1001;3000;23.84;4085;1001;3000;S
5888;KLDDUR-Zone4-Zone5;KLD;DUR;Zone 4;Zone 5;4.45;4335;1001;3000;18.71;4710;1001;3000;S
5889;KLDELS-Zone4-Zone5;KLD;ELS;Zone 4;Zone 5;4.68;4870;1001;3000;23.84;5379;1001;3000;S
5890;KLDGRG-Zone4-Zone5;KLD;GRG;Zone 4;Zone 5;4.95;4870;1001;3000;23.84;5379;1001;3000;S
5891;KLDJNB-Zone4-Zone5;KLD;JNB;Zone 4;Zone 5;3.87;3835;1001;3000;5.4;4085;1001;3000;S
5892;KLDKIM-Zone4-Zone5;KLD;KIM;Zone 4;Zone 5;4.8;3835;1001;3000;7.41;4085;1001;3000;S
5893;KLDKLD-Zone4-Zone5;KLD;KLD;Zone 4;Zone 5;3.37;3395;1001;3000;4.3;3535;1001;3000;S
5894;KLDNLP-Zone4-Zone5;KLD;NLP;Zone 4;Zone 5;4.68;4335;1001;3000;8.48;4710;1001;3000;S
5895;KLDPLZ-Zone4-Zone5;KLD;PLZ;Zone 4;Zone 5;4.04;4870;1001;3000;23.84;5379;1001;3000;S
5896;KLDPTG-Zone4-Zone5;KLD;PTG;Zone 4;Zone 5;4.63;4335;1001;3000;8.48;4710;1001;3000;S
5897;NLPBFN-Zone4-Zone5;NLP;BFN;Zone 4;Zone 5;4.16;4335;1001;3000;24.09;4710;1001;3000;S
5898;NLPCPT-Zone4-Zone5;NLP;CPT;Zone 4;Zone 5;4.74;5535;1001;3000;24.09;6210;1001;3000;S
5899;NLPDUR-Zone4-Zone5;NLP;DUR;Zone 4;Zone 5;4.57;4335;1001;3000;18.96;4710;1001;3000;S
5900;NLPELS-Zone4-Zone5;NLP;ELS;Zone 4;Zone 5;5.03;5535;1001;3000;24.09;6210;1001;3000;S
5901;NLPGRG-Zone4-Zone5;NLP;GRG;Zone 4;Zone 5;5.03;5835;1001;3000;24.09;6585;1001;3000;S
5902;NLPJNB-Zone4-Zone5;NLP;JNB;Zone 4;Zone 5;3.99;3635;1001;3000;5.65;3835;1001;3000;S
5903;NLPKIM-Zone4-Zone5;NLP;KIM;Zone 4;Zone 5;4.8;4870;1001;3000;9.87;5379;1001;3000;S
5904;NLPKLD-Zone4-Zone5;NLP;KLD;Zone 4;Zone 5;4.68;4335;1001;3000;8.48;4710;1001;3000;S
5905;NLPNLP-Zone4-Zone5;NLP;NLP;Zone 4;Zone 5;3.42;3395;1001;3000;4.43;3535;1001;3000;S
5906;NLPPLZ-Zone4-Zone5;NLP;PLZ;Zone 4;Zone 5;4.51;5535;1001;3000;24.09;6210;1001;3000;S
5907;NLPPTG-Zone4-Zone5;NLP;PTG;Zone 4;Zone 5;3.87;4035;1001;3000;8.73;4335;1001;3000;S
5908;PLZBFN-Zone4-Zone5;PLZ;BFN;Zone 4;Zone 5;4.45;4135;1001;3000;21;4460;1001;3000;S
5909;PLZCPT-Zone4-Zone5;PLZ;CPT;Zone 4;Zone 5;4.51;4870;1001;3000;21;5379;1001;3000;S
5910;PLZDUR-Zone4-Zone5;PLZ;DUR;Zone 4;Zone 5;4.28;4635;1001;3000;21;5085;1001;3000;S
5911;PLZELS-Zone4-Zone5;PLZ;ELS;Zone 4;Zone 5;3.87;3635;1001;3000;14.1;3835;1001;3000;S
5912;PLZGRG-Zone4-Zone5;PLZ;GRG;Zone 4;Zone 5;4.45;3835;1001;3000;39.45;4085;1001;3000;S
5913;PLZJNB-Zone4-Zone5;PLZ;JNB;Zone 4;Zone 5;4.46;4870;1001;3000;5.01;5379;1001;3000;S
5914;PLZKIM-Zone4-Zone5;PLZ;KIM;Zone 4;Zone 5;4.74;4335;1001;3000;25.23;4710;1001;3000;S
5915;PLZKLD-Zone4-Zone5;PLZ;KLD;Zone 4;Zone 5;4.04;4870;1001;3000;23.84;5379;1001;3000;S
5916;PLZNLP-Zone4-Zone5;PLZ;NLP;Zone 4;Zone 5;4.51;5535;1001;3000;24.09;6210;1001;3000;S
5917;PLZPLZ-Zone4-Zone5;PLZ;PLZ;Zone 4;Zone 5;2.04;1981;1001;3000;2.26;2194;1001;3000;S
5918;PLZPTG-Zone4-Zone5;PLZ;PTG;Zone 4;Zone 5;4.57;5535;1001;3000;24.09;6210;1001;3000;S
5919;PTGBFN-Zone4-Zone5;PTG;BFN;Zone 4;Zone 5;4.16;4835;1001;3000;24.09;5335;1001;3000;S
5920;PTGCPT-Zone4-Zone5;PTG;CPT;Zone 4;Zone 5;4.74;5535;1001;3000;24.09;6210;1001;3000;S
5921;PTGDUR-Zone4-Zone5;PTG;DUR;Zone 4;Zone 5;4.57;4835;1001;3000;18.96;5335;1001;3000;S
5922;PTGELS-Zone4-Zone5;PTG;ELS;Zone 4;Zone 5;5.09;5535;1001;3000;24.09;6210;1001;3000;S
5923;PTGGRG-Zone4-Zone5;PTG;GRG;Zone 4;Zone 5;5.09;5835;1001;3000;24.09;6585;1001;3000;S
5924;PTGJNB-Zone4-Zone5;PTG;JNB;Zone 4;Zone 5;3.99;4035;1001;3000;5.65;4335;1001;3000;S
5925;PTGKIM-Zone4-Zone5;PTG;KIM;Zone 4;Zone 5;4.51;4870;1001;3000;9.87;5379;1001;3000;S
5926;PTGKLD-Zone4-Zone5;PTG;KLD;Zone 4;Zone 5;4.63;4335;1001;3000;8.48;4710;1001;3000;S
5927;PTGNLP-Zone4-Zone5;PTG;NLP;Zone 4;Zone 5;3.87;4035;1001;3000;8.73;4335;1001;3000;S
5928;PTGPLZ-Zone4-Zone5;PTG;PLZ;Zone 4;Zone 5;4.57;5535;1001;3000;24.09;6210;1001;3000;S
5929;PTGPTG-Zone4-Zone5;PTG;PTG;Zone 4;Zone 5;3.42;3395;1001;3000;4.43;3535;1001;3000;S
