id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max;ex_rate;ex_min_rate
1517;JNBPLZ-Zone 3-Zone 3;JNB;PLZ;Zone 3;Zone 3;3.34;3319;1;1000;2.85;2484
1518;JNBPTG-Zone 3-Zone 3;JNB;PTG;Zone 3;Zone 3;2.85;2484;1;1000;2.73;2084
1519;KIMBFN-Zone 3-Zone 3;KIM;BFN;Zone 3;Zone 3;2.73;2084;1;1000;3.51;3084
1520;KIMCPT-Zone 3-Zone 3;KIM;CPT;Zone 3;Zone 3;3.51;3084;1;1000;3.63;2984
1521;KIMDUR-Zone 3-Zone 3;KIM;DUR;Zone 3;Zone 3;3.63;2984;1;1000;4.11;2784
1522;KIMELS-Zone 3-Zone 3;KIM;ELS;Zone 3;Zone 3;4.11;2784;1;1000;3.75;3084
1523;KIMGRG-Zone 3-Zone 3;KIM;GRG;Zone 3;Zone 3;3.75;3084;1;1000;3.39;2984
1524;KIMJNB-Zone 3-Zone 3;KIM;JNB;Zone 3;Zone 3;3.39;2984;1;1000;2.33;1844
1525;KIMKIM-Zone 3-Zone 3;KIM;KIM;Zone 3;Zone 3;2.33;1844;1;1000;3.69;2284
1526;KIMKLD-Zone 3-Zone 3;KIM;KLD;Zone 3;Zone 3;3.69;2284;1;1000;3.69;3319
1527;KIMNLP-Zone 3-Zone 3;KIM;NLP;Zone 3;Zone 3;3.69;3319;1;1000;3.63;2784
1528;KIMPLZ-Zone 3-Zone 3;KIM;PLZ;Zone 3;Zone 3;3.63;2784;1;1000;3.39;3319
1529;KIMPTG-Zone 3-Zone 3;KIM;PTG;Zone 3;Zone 3;3.39;3319;1;1000;2.79;2284
1530;KLDBFN-Zone 3-Zone 3;KLD;BFN;Zone 3;Zone 3;2.79;2284;1;1000;3.09;2284
1531;KLDCPT-Zone 3-Zone 3;KLD;CPT;Zone 3;Zone 3;3.09;2284;1;1000;3.33;2784
1532;KLDDUR-Zone 3-Zone 3;KLD;DUR;Zone 3;Zone 3;3.33;2784;1;1000;3.57;3319
1533;KLDELS-Zone 3-Zone 3;KLD;ELS;Zone 3;Zone 3;3.57;3319;1;1000;3.84;3319
1534;KLDGRG-Zone 3-Zone 3;KLD;GRG;Zone 3;Zone 3;3.84;3319;1;1000;2.73;2284
1535;KLDJNB-Zone 3-Zone 3;KLD;JNB;Zone 3;Zone 3;2.73;2284;1;1000;3.69;2284
1536;KLDKIM-Zone 3-Zone 3;KLD;KIM;Zone 3;Zone 3;3.69;2284;1;1000;2.21;1844
1537;KLDKLD-Zone 3-Zone 3;KLD;KLD;Zone 3;Zone 3;2.21;1844;1;1000;3.57;2784
1538;KLDNLP-Zone 3-Zone 3;KLD;NLP;Zone 3;Zone 3;3.57;2784;1;1000;2.91;3319
1539;KLDPLZ-Zone 3-Zone 3;KLD;PLZ;Zone 3;Zone 3;2.91;3319;1;1000;3.51;2784
1540;KLDPTG-Zone 3-Zone 3;KLD;PTG;Zone 3;Zone 3;3.51;2784;1;1000;3.03;2784
1541;NLPBFN-Zone 3-Zone 3;NLP;BFN;Zone 3;Zone 3;3.03;2784;1;1000;3.63;3984
1542;NLPCPT-Zone 3-Zone 3;NLP;CPT;Zone 3;Zone 3;3.63;3984;1;1000;3.45;2784
1543;NLPDUR-Zone 3-Zone 3;NLP;DUR;Zone 3;Zone 3;3.45;2784;1;1000;3.93;3984
1544;NLPELS-Zone 3-Zone 3;NLP;ELS;Zone 3;Zone 3;3.93;3984;1;1000;3.93;4284
1545;NLPGRG-Zone 3-Zone 3;NLP;GRG;Zone 3;Zone 3;3.93;4284;1;1000;2.85;2084
1546;NLPJNB-Zone 3-Zone 3;NLP;JNB;Zone 3;Zone 3;2.85;2084;1;1000;3.69;3319
1547;NLPKIM-Zone 3-Zone 3;NLP;KIM;Zone 3;Zone 3;3.69;3319;1;1000;3.57;2784
1548;NLPKLD-Zone 3-Zone 3;NLP;KLD;Zone 3;Zone 3;3.57;2784;1;1000;2.27;1844
1549;NLPNLP-Zone 3-Zone 3;NLP;NLP;Zone 3;Zone 3;2.27;1844;1;1000;3.39;3984
1550;NLPPLZ-Zone 3-Zone 3;NLP;PLZ;Zone 3;Zone 3;3.39;3984;1;1000;2.73;2484
1551;NLPPTG-Zone 3-Zone 3;NLP;PTG;Zone 3;Zone 3;2.73;2484;1;1000;3.33;2584
1552;PLZBFN-Zone 3-Zone 3;PLZ;BFN;Zone 3;Zone 3;3.33;2584;1;1000;3.39;3319
1553;PLZCPT-Zone 3-Zone 3;PLZ;CPT;Zone 3;Zone 3;3.39;3319;1;1000;3.15;3084
1554;PLZDUR-Zone 3-Zone 3;PLZ;DUR;Zone 3;Zone 3;3.15;3084;1;1000;2.73;2084
1555;PLZELS-Zone 3-Zone 3;PLZ;ELS;Zone 3;Zone 3;2.73;2084;1;1000;3.33;2284
1556;PLZGRG-Zone 3-Zone 3;PLZ;GRG;Zone 3;Zone 3;3.33;2284;1;1000;3.34;3319
1557;PLZJNB-Zone 3-Zone 3;PLZ;JNB;Zone 3;Zone 3;3.34;3319;1;1000;3.63;2784
1558;PLZKIM-Zone 3-Zone 3;PLZ;KIM;Zone 3;Zone 3;3.63;2784;1;1000;2.91;3319
1559;PLZKLD-Zone 3-Zone 3;PLZ;KLD;Zone 3;Zone 3;2.91;3319;1;1000;3.39;3984
1560;PLZNLP-Zone 3-Zone 3;PLZ;NLP;Zone 3;Zone 3;3.39;3984;1;1000;1.11;1034
1561;PLZPLZ-Zone 3-Zone 3;PLZ;PLZ;Zone 3;Zone 3;1.11;1034;1;1000;3.45;3984
1562;PLZPTG-Zone 3-Zone 3;PLZ;PTG;Zone 3;Zone 3;3.45;3984;1;1000;3.03;3284
1563;PTGBFN-Zone 3-Zone 3;PTG;BFN;Zone 3;Zone 3;3.03;3284;1;1000;3.63;3984
1564;PTGCPT-Zone 3-Zone 3;PTG;CPT;Zone 3;Zone 3;3.63;3984;1;1000;3.45;3284
1565;PTGDUR-Zone 3-Zone 3;PTG;DUR;Zone 3;Zone 3;3.45;3284;1;1000;3.99;3984
1566;PTGELS-Zone 3-Zone 3;PTG;ELS;Zone 3;Zone 3;3.99;3984;1;1000;3.99;4284
1567;PTGGRG-Zone 3-Zone 3;PTG;GRG;Zone 3;Zone 3;3.99;4284;1;1000;2.85;2484
1568;PTGJNB-Zone 3-Zone 3;PTG;JNB;Zone 3;Zone 3;2.85;2484;1;1000;3.39;3319
1569;PTGKIM-Zone 3-Zone 3;PTG;KIM;Zone 3;Zone 3;3.39;3319;1;1000;3.51;2784
1570;PTGKLD-Zone 3-Zone 3;PTG;KLD;Zone 3;Zone 3;3.51;2784;1;1000;2.73;2484
1571;PTGNLP-Zone 3-Zone 3;PTG;NLP;Zone 3;Zone 3;2.73;2484;1;1000;3.45;3984
1572;PTGPLZ-Zone 3-Zone 3;PTG;PLZ;Zone 3;Zone 3;3.45;3984;1;1000;2.27;1844
1573;PTGPTG-Zone 3-Zone 3;PTG;PTG;Zone 3;Zone 3;2.27;1844;1;1000;2.65;2213
1574;BFNBFN-Zone 4-Zone 3;BFN;BFN;Zone 4;Zone 3;2.65;2213;1;1000;3.41;3453
1575;BFNCPT-Zone 4-Zone 3;BFN;CPT;Zone 4;Zone 3;3.41;3453;1;1000;3.29;3153
1576;BFNDUR-Zone 4-Zone 3;BFN;DUR;Zone 4;Zone 3;3.29;3153;1;1000;3.83;2953
1577;BFNELS-Zone 4-Zone 3;BFN;ELS;Zone 4;Zone 3;3.83;2953;1;1000;3.95;3153
1578;BFNGRG-Zone 4-Zone 3;BFN;GRG;Zone 4;Zone 3;3.95;3153;1;1000;3.29;3153
1579;BFNJNB-Zone 4-Zone 3;BFN;JNB;Zone 4;Zone 3;3.29;3153;1;1000;3.17;2453
1580;BFNKIM-Zone 4-Zone 3;BFN;KIM;Zone 4;Zone 3;3.17;2453;1;1000;3.23;2653
1581;BFNKLD-Zone 4-Zone 3;BFN;KLD;Zone 4;Zone 3;3.23;2653;1;1000;3.47;3153
1582;BFNNLP-Zone 4-Zone 3;BFN;NLP;Zone 4;Zone 3;3.47;3153;1;1000;3.77;2953
1583;BFNPLZ-Zone 4-Zone 3;BFN;PLZ;Zone 4;Zone 3;3.77;2953;1;1000;3.47;3653
1584;BFNPTG-Zone 4-Zone 3;BFN;PTG;Zone 4;Zone 3;3.47;3653;1;1000;3.41;3453
1585;CPTBFN-Zone 4-Zone 3;CPT;BFN;Zone 4;Zone 3;3.41;3453;1;1000;1.48;1324
1586;CPTCPT-Zone 4-Zone 3;CPT;CPT;Zone 4;Zone 3;1.48;1324;1;1000;3.35;3803
1587;CPTDUR-Zone 4-Zone 3;CPT;DUR;Zone 4;Zone 3;3.35;3803;1;1000;3.77;3953
1588;CPTELS-Zone 4-Zone 3;CPT;ELS;Zone 4;Zone 3;3.77;3953;1;1000;4.13;3053
1589;CPTGRG-Zone 4-Zone 3;CPT;GRG;Zone 4;Zone 3;4.13;3053;1;1000;3.78;3688
1590;CPTJNB-Zone 4-Zone 3;CPT;JNB;Zone 4;Zone 3;3.78;3688;1;1000;3.95;3453
1591;CPTKIM-Zone 4-Zone 3;CPT;KIM;Zone 4;Zone 3;3.95;3453;1;1000;3.53;2653
1592;CPTKLD-Zone 4-Zone 3;CPT;KLD;Zone 4;Zone 3;3.53;2653;1;1000;4.07;4353
1593;CPTNLP-Zone 4-Zone 3;CPT;NLP;Zone 4;Zone 3;4.07;4353;1;1000;3.83;3688
1594;CPTPLZ-Zone 4-Zone 3;CPT;PLZ;Zone 4;Zone 3;3.83;3688;1;1000;4.07;4353
1595;CPTPTG-Zone 4-Zone 3;CPT;PTG;Zone 4;Zone 3;4.07;4353;1;1000;3.29;3153
1596;DURBFN-Zone 4-Zone 3;DUR;BFN;Zone 4;Zone 3;3.29;3153;1;1000;3.35;3803
1597;DURCPT-Zone 4-Zone 3;DUR;CPT;Zone 4;Zone 3;3.35;3803;1;1000;1.48;1324
1598;DURDUR-Zone 4-Zone 3;DUR;DUR;Zone 4;Zone 3;1.48;1324;1;1000;3.53;3153
1599;DURELS-Zone 4-Zone 3;DUR;ELS;Zone 4;Zone 3;3.53;3153;1;1000;4.01;3803
1600;DURGRG-Zone 4-Zone 3;DUR;GRG;Zone 4;Zone 3;4.01;3803;1;1000;2.08;2407
1601;DURJNB-Zone 4-Zone 3;DUR;JNB;Zone 4;Zone 3;2.08;2407;1;1000;4.07;3353
1602;DURKIM-Zone 4-Zone 3;DUR;KIM;Zone 4;Zone 3;4.07;3353;1;1000;3.77;3153
1603;DURKLD-Zone 4-Zone 3;DUR;KLD;Zone 4;Zone 3;3.77;3153;1;1000;3.89;3153
1604;DURNLP-Zone 4-Zone 3;DUR;NLP;Zone 4;Zone 3;3.89;3153;1;1000;3.59;3453
1605;DURPLZ-Zone 4-Zone 3;DUR;PLZ;Zone 4;Zone 3;3.59;3453;1;1000;3.89;3653
1606;DURPTG-Zone 4-Zone 3;DUR;PTG;Zone 4;Zone 3;3.89;3653;1;1000;3.83;2953
1607;ELSBFN-Zone 4-Zone 3;ELS;BFN;Zone 4;Zone 3;3.83;2953;1;1000;3.77;3953
1608;ELSCPT-Zone 4-Zone 3;ELS;CPT;Zone 4;Zone 3;3.77;3953;1;1000;3.53;3153
1609;ELSDUR-Zone 4-Zone 3;ELS;DUR;Zone 4;Zone 3;3.53;3153;1;1000;2.77;2213
1610;ELSELS-Zone 4-Zone 3;ELS;ELS;Zone 4;Zone 3;2.77;2213;1;1000;3.77;2653
1611;ELSGRG-Zone 4-Zone 3;ELS;GRG;Zone 4;Zone 3;3.77;2653;1;1000;3.95;3953
1612;ELSJNB-Zone 4-Zone 3;ELS;JNB;Zone 4;Zone 3;3.95;3953;1;1000;4.55;3153
1613;ELSKIM-Zone 4-Zone 3;ELS;KIM;Zone 4;Zone 3;4.55;3153;1;1000;4.01;3688
1614;ELSKLD-Zone 4-Zone 3;ELS;KLD;Zone 4;Zone 3;4.01;3688;1;1000;4.37;4353
1615;ELSNLP-Zone 4-Zone 3;ELS;NLP;Zone 4;Zone 3;4.37;4353;1;1000;3.17;2453
1616;ELSPLZ-Zone 4-Zone 3;ELS;PLZ;Zone 4;Zone 3;3.17;2453;1;1000;4.43;4353
1617;ELSPTG-Zone 4-Zone 3;ELS;PTG;Zone 4;Zone 3;4.43;4353;1;1000;3.95;3153
1618;GRGBFN-Zone 4-Zone 3;GRG;BFN;Zone 4;Zone 3;3.95;3153;1;1000;4.13;3053
1619;GRGCPT-Zone 4-Zone 3;GRG;CPT;Zone 4;Zone 3;4.13;3053;1;1000;4.01;3803
1620;GRGDUR-Zone 4-Zone 3;GRG;DUR;Zone 4;Zone 3;4.01;3803;1;1000;3.77;2653
1621;GRGELS-Zone 4-Zone 3;GRG;ELS;Zone 4;Zone 3;3.77;2653;1;1000;2.77;2213
1622;GRGGRG-Zone 4-Zone 3;GRG;GRG;Zone 4;Zone 3;2.77;2213;1;1000;4.28;4153
1623;GRGJNB-Zone 4-Zone 3;GRG;JNB;Zone 4;Zone 3;4.28;4153;1;1000;4.19;3453
1624;GRGKIM-Zone 4-Zone 3;GRG;KIM;Zone 4;Zone 3;4.19;3453;1;1000;4.28;3688
1625;GRGKLD-Zone 4-Zone 3;GRG;KLD;Zone 4;Zone 3;4.28;3688;1;1000;4.37;4653
1626;GRGNLP-Zone 4-Zone 3;GRG;NLP;Zone 4;Zone 3;4.37;4653;1;1000;3.77;2653
1627;GRGPLZ-Zone 4-Zone 3;GRG;PLZ;Zone 4;Zone 3;3.77;2653;1;1000;4.43;4653
1628;GRGPTG-Zone 4-Zone 3;GRG;PTG;Zone 4;Zone 3;4.43;4653;1;1000;3.29;3153
1629;JNBBFN-Zone 4-Zone 3;JNB;BFN;Zone 4;Zone 3;3.29;3153;1;1000;3.78;3688
1630;JNBCPT-Zone 4-Zone 3;JNB;CPT;Zone 4;Zone 3;3.78;3688;1;1000;2.08;2407
1631;JNBDUR-Zone 4-Zone 3;JNB;DUR;Zone 4;Zone 3;2.08;2407;1;1000;3.95;3953
1632;JNBELS-Zone 4-Zone 3;JNB;ELS;Zone 4;Zone 3;3.95;3953;1;1000;4.28;4153
1633;JNBGRG-Zone 4-Zone 3;JNB;GRG;Zone 4;Zone 3;4.28;4153;1;1000;1.44;1324
1634;JNBJNB-Zone 4-Zone 3;JNB;JNB;Zone 4;Zone 3;1.44;1324;1;1000;3.83;3353
1635;JNBKIM-Zone 4-Zone 3;JNB;KIM;Zone 4;Zone 3;3.83;3353;1;1000;3.17;2653
1636;JNBKLD-Zone 4-Zone 3;JNB;KLD;Zone 4;Zone 3;3.17;2653;1;1000;3.29;2453
1637;JNBNLP-Zone 4-Zone 3;JNB;NLP;Zone 4;Zone 3;3.29;2453;1;1000;3.78;3688
1638;JNBPLZ-Zone 4-Zone 3;JNB;PLZ;Zone 4;Zone 3;3.78;3688;1;1000;3.29;2853
1639;JNBPTG-Zone 4-Zone 3;JNB;PTG;Zone 4;Zone 3;3.29;2853;1;1000;3.17;2453
1640;KIMBFN-Zone 4-Zone 3;KIM;BFN;Zone 4;Zone 3;3.17;2453;1;1000;3.95;3453
1641;KIMCPT-Zone 4-Zone 3;KIM;CPT;Zone 4;Zone 3;3.95;3453;1;1000;4.07;3353
1642;KIMDUR-Zone 4-Zone 3;KIM;DUR;Zone 4;Zone 3;4.07;3353;1;1000;4.55;3153
1643;KIMELS-Zone 4-Zone 3;KIM;ELS;Zone 4;Zone 3;4.55;3153;1;1000;4.19;3453
1644;KIMGRG-Zone 4-Zone 3;KIM;GRG;Zone 4;Zone 3;4.19;3453;1;1000;3.83;3353
1645;KIMJNB-Zone 4-Zone 3;KIM;JNB;Zone 4;Zone 3;3.83;3353;1;1000;2.77;2213
1646;KIMKIM-Zone 4-Zone 3;KIM;KIM;Zone 4;Zone 3;2.77;2213;1;1000;4.13;2653
1647;KIMKLD-Zone 4-Zone 3;KIM;KLD;Zone 4;Zone 3;4.13;2653;1;1000;4.13;3688
1648;KIMNLP-Zone 4-Zone 3;KIM;NLP;Zone 4;Zone 3;4.13;3688;1;1000;4.07;3153
1649;KIMPLZ-Zone 4-Zone 3;KIM;PLZ;Zone 4;Zone 3;4.07;3153;1;1000;3.83;3688
1650;KIMPTG-Zone 4-Zone 3;KIM;PTG;Zone 4;Zone 3;3.83;3688;1;1000;3.23;2653
1651;KLDBFN-Zone 4-Zone 3;KLD;BFN;Zone 4;Zone 3;3.23;2653;1;1000;3.53;2653
1652;KLDCPT-Zone 4-Zone 3;KLD;CPT;Zone 4;Zone 3;3.53;2653;1;1000;3.77;3153
1653;KLDDUR-Zone 4-Zone 3;KLD;DUR;Zone 4;Zone 3;3.77;3153;1;1000;4.01;3688
1654;KLDELS-Zone 4-Zone 3;KLD;ELS;Zone 4;Zone 3;4.01;3688;1;1000;4.28;3688
1655;KLDGRG-Zone 4-Zone 3;KLD;GRG;Zone 4;Zone 3;4.28;3688;1;1000;3.17;2653
1656;KLDJNB-Zone 4-Zone 3;KLD;JNB;Zone 4;Zone 3;3.17;2653;1;1000;4.13;2653
1657;KLDKIM-Zone 4-Zone 3;KLD;KIM;Zone 4;Zone 3;4.13;2653;1;1000;2.65;2213
1658;KLDKLD-Zone 4-Zone 3;KLD;KLD;Zone 4;Zone 3;2.65;2213;1;1000;4.01;3153
1659;KLDNLP-Zone 4-Zone 3;KLD;NLP;Zone 4;Zone 3;4.01;3153;1;1000;3.35;3688
1660;KLDPLZ-Zone 4-Zone 3;KLD;PLZ;Zone 4;Zone 3;3.35;3688;1;1000;3.95;3153
1661;KLDPTG-Zone 4-Zone 3;KLD;PTG;Zone 4;Zone 3;3.95;3153;1;1000;3.47;3153
1662;NLPBFN-Zone 4-Zone 3;NLP;BFN;Zone 4;Zone 3;3.47;3153;1;1000;4.07;4353
1663;NLPCPT-Zone 4-Zone 3;NLP;CPT;Zone 4;Zone 3;4.07;4353;1;1000;3.89;3153
1664;NLPDUR-Zone 4-Zone 3;NLP;DUR;Zone 4;Zone 3;3.89;3153;1;1000;4.37;4353
1665;NLPELS-Zone 4-Zone 3;NLP;ELS;Zone 4;Zone 3;4.37;4353;1;1000;4.37;4653
1666;NLPGRG-Zone 4-Zone 3;NLP;GRG;Zone 4;Zone 3;4.37;4653;1;1000;3.29;2453
1667;NLPJNB-Zone 4-Zone 3;NLP;JNB;Zone 4;Zone 3;3.29;2453;1;1000;4.13;3688
1668;NLPKIM-Zone 4-Zone 3;NLP;KIM;Zone 4;Zone 3;4.13;3688;1;1000;4.01;3153
1669;NLPKLD-Zone 4-Zone 3;NLP;KLD;Zone 4;Zone 3;4.01;3153;1;1000;2.71;2213
1670;NLPNLP-Zone 4-Zone 3;NLP;NLP;Zone 4;Zone 3;2.71;2213;1;1000;3.83;4353
1671;NLPPLZ-Zone 4-Zone 3;NLP;PLZ;Zone 4;Zone 3;3.83;4353;1;1000;3.17;2853
1672;NLPPTG-Zone 4-Zone 3;NLP;PTG;Zone 4;Zone 3;3.17;2853;1;1000;3.77;2953
1673;PLZBFN-Zone 4-Zone 3;PLZ;BFN;Zone 4;Zone 3;3.77;2953;1;1000;3.83;3688
1674;PLZCPT-Zone 4-Zone 3;PLZ;CPT;Zone 4;Zone 3;3.83;3688;1;1000;3.59;3453
1675;PLZDUR-Zone 4-Zone 3;PLZ;DUR;Zone 4;Zone 3;3.59;3453;1;1000;3.17;2453
1676;PLZELS-Zone 4-Zone 3;PLZ;ELS;Zone 4;Zone 3;3.17;2453;1;1000;3.77;2653
1677;PLZGRG-Zone 4-Zone 3;PLZ;GRG;Zone 4;Zone 3;3.77;2653;1;1000;3.78;3688
1678;PLZJNB-Zone 4-Zone 3;PLZ;JNB;Zone 4;Zone 3;3.78;3688;1;1000;4.07;3153
1679;PLZKIM-Zone 4-Zone 3;PLZ;KIM;Zone 4;Zone 3;4.07;3153;1;1000;3.35;3688
1680;PLZKLD-Zone 4-Zone 3;PLZ;KLD;Zone 4;Zone 3;3.35;3688;1;1000;3.83;4353
1681;PLZNLP-Zone 4-Zone 3;PLZ;NLP;Zone 4;Zone 3;3.83;4353;1;1000;1.48;1324
1682;PLZPLZ-Zone 4-Zone 3;PLZ;PLZ;Zone 4;Zone 3;1.48;1324;1;1000;3.89;4353
1683;PLZPTG-Zone 4-Zone 3;PLZ;PTG;Zone 4;Zone 3;3.89;4353;1;1000;3.47;3653
1684;PTGBFN-Zone 4-Zone 3;PTG;BFN;Zone 4;Zone 3;3.47;3653;1;1000;4.07;4353
1685;PTGCPT-Zone 4-Zone 3;PTG;CPT;Zone 4;Zone 3;4.07;4353;1;1000;3.89;3653
1686;PTGDUR-Zone 4-Zone 3;PTG;DUR;Zone 4;Zone 3;3.89;3653;1;1000;4.43;4353
1687;PTGELS-Zone 4-Zone 3;PTG;ELS;Zone 4;Zone 3;4.43;4353;1;1000;4.43;4653
1688;PTGGRG-Zone 4-Zone 3;PTG;GRG;Zone 4;Zone 3;4.43;4653;1;1000;3.29;2853
1689;PTGJNB-Zone 4-Zone 3;PTG;JNB;Zone 4;Zone 3;3.29;2853;1;1000;3.83;3688
1690;PTGKIM-Zone 4-Zone 3;PTG;KIM;Zone 4;Zone 3;3.83;3688;1;1000;3.95;3153
1691;PTGKLD-Zone 4-Zone 3;PTG;KLD;Zone 4;Zone 3;3.95;3153;1;1000;3.17;2853
1692;PTGNLP-Zone 4-Zone 3;PTG;NLP;Zone 4;Zone 3;3.17;2853;1;1000;3.89;4353
1693;PTGPLZ-Zone 4-Zone 3;PTG;PLZ;Zone 4;Zone 3;3.89;4353;1;1000;2.71;2213
1694;PTGPTG-Zone 4-Zone 3;PTG;PTG;Zone 4;Zone 3;2.71;2213;1;1000;2.95;3026
1695;BFNBFN-Zone 5-Zone 3;BFN;BFN;Zone 5;Zone 3;2.95;3026;1;1000;3.71;4266
1696;BFNCPT-Zone 5-Zone 3;BFN;CPT;Zone 5;Zone 3;3.71;4266;1;1000;3.59;3966
1697;BFNDUR-Zone 5-Zone 3;BFN;DUR;Zone 5;Zone 3;3.59;3966;1;1000;4.13;3766
1698;BFNELS-Zone 5-Zone 3;BFN;ELS;Zone 5;Zone 3;4.13;3766;1;1000;4.25;3966
1699;BFNGRG-Zone 5-Zone 3;BFN;GRG;Zone 5;Zone 3;4.25;3966;1;1000;3.59;3966
1700;BFNJNB-Zone 5-Zone 3;BFN;JNB;Zone 5;Zone 3;3.59;3966;1;1000;3.47;3266
1701;BFNKIM-Zone 5-Zone 3;BFN;KIM;Zone 5;Zone 3;3.47;3266;1;1000;3.53;3466
1702;BFNKLD-Zone 5-Zone 3;BFN;KLD;Zone 5;Zone 3;3.53;3466;1;1000;3.77;3966
1703;BFNNLP-Zone 5-Zone 3;BFN;NLP;Zone 5;Zone 3;3.77;3966;1;1000;4.07;3766
1704;BFNPLZ-Zone 5-Zone 3;BFN;PLZ;Zone 5;Zone 3;4.07;3766;1;1000;3.77;4466
1705;BFNPTG-Zone 5-Zone 3;BFN;PTG;Zone 5;Zone 3;3.77;4466;1;1000;3.71;4266
1706;CPTBFN-Zone 5-Zone 3;CPT;BFN;Zone 5;Zone 3;3.71;4266;1;1000;1.68;1691
1707;CPTCPT-Zone 5-Zone 3;CPT;CPT;Zone 5;Zone 3;1.68;1691;1;1000;3.65;4616
1708;CPTDUR-Zone 5-Zone 3;CPT;DUR;Zone 5;Zone 3;3.65;4616;1;1000;4.07;4766
1709;CPTELS-Zone 5-Zone 3;CPT;ELS;Zone 5;Zone 3;4.07;4766;1;1000;4.43;3866
1710;CPTGRG-Zone 5-Zone 3;CPT;GRG;Zone 5;Zone 3;4.43;3866;1;1000;4.08;4501
1711;CPTJNB-Zone 5-Zone 3;CPT;JNB;Zone 5;Zone 3;4.08;4501;1;1000;4.25;4266
1712;CPTKIM-Zone 5-Zone 3;CPT;KIM;Zone 5;Zone 3;4.25;4266;1;1000;3.83;3466
1713;CPTKLD-Zone 5-Zone 3;CPT;KLD;Zone 5;Zone 3;3.83;3466;1;1000;4.37;5166
1714;CPTNLP-Zone 5-Zone 3;CPT;NLP;Zone 5;Zone 3;4.37;5166;1;1000;4.13;4501
1715;CPTPLZ-Zone 5-Zone 3;CPT;PLZ;Zone 5;Zone 3;4.13;4501;1;1000;4.37;5166
1716;CPTPTG-Zone 5-Zone 3;CPT;PTG;Zone 5;Zone 3;4.37;5166;1;1000;3.59;3966
1717;DURBFN-Zone 5-Zone 3;DUR;BFN;Zone 5;Zone 3;3.59;3966;1;1000;3.65;4616
1718;DURCPT-Zone 5-Zone 3;DUR;CPT;Zone 5;Zone 3;3.65;4616;1;1000;1.68;1691
1719;DURDUR-Zone 5-Zone 3;DUR;DUR;Zone 5;Zone 3;1.68;1691;1;1000;3.83;3966
1720;DURELS-Zone 5-Zone 3;DUR;ELS;Zone 5;Zone 3;3.83;3966;1;1000;4.31;4616
1721;DURGRG-Zone 5-Zone 3;DUR;GRG;Zone 5;Zone 3;4.31;4616;1;1000;2.18;2949
1722;DURJNB-Zone 5-Zone 3;DUR;JNB;Zone 5;Zone 3;2.18;2949;1;1000;4.37;4166
1723;DURKIM-Zone 5-Zone 3;DUR;KIM;Zone 5;Zone 3;4.37;4166;1;1000;4.07;3966
1724;DURKLD-Zone 5-Zone 3;DUR;KLD;Zone 5;Zone 3;4.07;3966;1;1000;4.19;3966
1725;DURNLP-Zone 5-Zone 3;DUR;NLP;Zone 5;Zone 3;4.19;3966;1;1000;3.89;4266
1726;DURPLZ-Zone 5-Zone 3;DUR;PLZ;Zone 5;Zone 3;3.89;4266;1;1000;4.19;4466
1727;DURPTG-Zone 5-Zone 3;DUR;PTG;Zone 5;Zone 3;4.19;4466;1;1000;4.13;3766
1728;ELSBFN-Zone 5-Zone 3;ELS;BFN;Zone 5;Zone 3;4.13;3766;1;1000;4.07;4766
1729;ELSCPT-Zone 5-Zone 3;ELS;CPT;Zone 5;Zone 3;4.07;4766;1;1000;3.83;3966
1730;ELSDUR-Zone 5-Zone 3;ELS;DUR;Zone 5;Zone 3;3.83;3966;1;1000;3.07;3026
1731;ELSELS-Zone 5-Zone 3;ELS;ELS;Zone 5;Zone 3;3.07;3026;1;1000;4.07;3466
1732;ELSGRG-Zone 5-Zone 3;ELS;GRG;Zone 5;Zone 3;4.07;3466;1;1000;4.25;4766
1733;ELSJNB-Zone 5-Zone 3;ELS;JNB;Zone 5;Zone 3;4.25;4766;1;1000;4.85;3966
1734;ELSKIM-Zone 5-Zone 3;ELS;KIM;Zone 5;Zone 3;4.85;3966;1;1000;4.31;4501
1735;ELSKLD-Zone 5-Zone 3;ELS;KLD;Zone 5;Zone 3;4.31;4501;1;1000;4.67;5166
1736;ELSNLP-Zone 5-Zone 3;ELS;NLP;Zone 5;Zone 3;4.67;5166;1;1000;3.47;3266
1737;ELSPLZ-Zone 5-Zone 3;ELS;PLZ;Zone 5;Zone 3;3.47;3266;1;1000;4.73;5166
1738;ELSPTG-Zone 5-Zone 3;ELS;PTG;Zone 5;Zone 3;4.73;5166;1;1000;4.25;3966
1739;GRGBFN-Zone 5-Zone 3;GRG;BFN;Zone 5;Zone 3;4.25;3966;1;1000;4.43;3866
1740;GRGCPT-Zone 5-Zone 3;GRG;CPT;Zone 5;Zone 3;4.43;3866;1;1000;4.31;4616
1741;GRGDUR-Zone 5-Zone 3;GRG;DUR;Zone 5;Zone 3;4.31;4616;1;1000;4.07;3466
1742;GRGELS-Zone 5-Zone 3;GRG;ELS;Zone 5;Zone 3;4.07;3466;1;1000;3.07;3026
1743;GRGGRG-Zone 5-Zone 3;GRG;GRG;Zone 5;Zone 3;3.07;3026;1;1000;4.58;4966
1744;GRGJNB-Zone 5-Zone 3;GRG;JNB;Zone 5;Zone 3;4.58;4966;1;1000;4.49;4266
